,ATC_Code,cids,Compound_Name
4184,V04CX01,92132757,Indocyanine green
4185,A12AA06,92237,Calcium lactate gluconate
4186,N01BB10,92253,Levobupivacaine
4187,C09AA15,92400,Zofenopril
4188,C09AA14,92402739,Temocapril
4189,B01AE03,92721,Argatroban
4190,B01AE03,92722,Argatroban
4191,R05CA11,92874,Levoverbenone
4192,J01CE03,92879,Propicillin
4193,A12AA03,9290,Calcium gluconate
4194,A12CC05,92912,Magnesium aspartate
4195,N02AC01,92943,Dextromoramide
4196,C01CA26,9294,Ephedrine
4197,L01AB02,9296,Treosulfan
4198,C01CA27,92974,Droxidopa
4199,G03DB05,93057,Demegestone
4200,H03BX01,9305,Diiodotyrosine
4201,N06AA23,93154,Quinupramine
4202,J01CA05,93184,Carindacillin
4203,N02AC03,9331,Piritramide
4204,R07AB04,9363,Etamivan
4205,A11HA01,936,Nicotinamide
4206,C04AC01,938,Nicotinic acid
4207,S01EB10,9395,Paraoxon
4208,B01AE05,93971978,Ximelagatran
4209,N07CA03,941361,Flunarizine
4210,N05AF04,941651,Tiotixene
4211,C01BA01,94175,Quinidine
4212,N06AA05,9417,Opipramol
4213,N06AA08,9419,Dibenzepin
4214,N06AA18,94280,Dimetacrine
4215,N05AB08,9429,Thioproperazine
4216,A02BX09,94320,Acetoxolone
4217,R03DA05,9433,Aminophylline
4218,L01BC07,9444,Azacitidine
4219,B01AC18,9458,Triflusal
4220,M03BX30,9470,Fenyramidol
4221,V03AN04,947,Nitrogen
4222,N01AX13,948,Nitrous oxide
4223,C01EB06,9548602,Fosfocreatine
4224,A01AB03,9552079,Chlorhexidine
4225,A01AB03,9552081,Chlorhexidine
4226,A10BB06,9564,Carbutamide
4227,A10BC01,9565,Glymidine
4228,J01FA06,9567573,Roxithromycin
4229,C02CC07,9567831,Guanoxabenz
4230,J04AK07,9568512,Thioacetazone
4231,A02BC05,9568614,Esomeprazole
4232,N04AB02,9568,Orphenadrine (chloride)
4233,J01DD05,9570757,Cefmenoxime
4234,J01DD13,9570848,Cefpodoxime
4235,J01DD04,9570985,Ceftriaxone
4236,A01AB03,9571016,Chlorhexidine
4237,P02CX03,9571036,Moxidectin
4238,A07AX04,9571044,Nifurzide
4239,J01XE02,9571062,Nifurtoinol
4240,J01DE03,9571080,Cefozopran
4241,J01MA15,9571107,Gemifloxacin
4242,L01DB05,9573395,Zorubicin
4243,B01AE05,9574101,Ximelagatran
4244,J05AF13,9574768,Tenofovir alafenamide
4245,A02BC06,9578005,Dexlansoprazole
4246,A02BC05,9579578,Esomeprazole
4247,L01AB02,95839,Treosulfan
4248,J01DD16,9589471,Cefditoren
4249,L01DB05,9595290,Zorubicin
4250,C09AA09,9601226,Fosinopril
4251,P02CX03,9604461,Moxidectin
4252,P01CC01,9604980,Nifurtimox
4253,J01DE01,9615345,Cefepime
4254,J01DD09,9615347,Cefodizime
4255,C05AA11,9642,Fluocinonide
4256,N06DA04,9651,Galantamine
4257,N05CM10,9661,Hexapropymate
4258,N02CA04,9681,Methysergide
4259,C01CE04,9687,Bucladesine
4260,N06BA13,9690109,Armodafinil
4261,N05CF04,969472,Eszopiclone
4262,J01DD01,9777579,Cefotaxime
4263,V03AN01,977,Oxygen
4264,A07EA04,9782,Betamethasone
4265,D02BA01,978,Aminobenzoic acid
4266,P01BE02,9796294,Artemether
4267,C01DX02,9801,Prenylamine
4268,A10BH03,98047158,Saxagliptin
4269,V04CD06,9804938,Macimorelin
4270,M05BX03,9806615,Strontium ranelate
4271,C01BA08,98070685,Prajmaline
4272,D01BA03,9807507,Fosravuconazole
4273,L01XX57,9812534,Plitidepsin
4274,G04BD13,9819382,Desfesoterodine
4275,P01BE03,9821433,Artesunate
4276,L01EX08,9823820,Lenvatinib
4277,A10BG04,9826451,Lobeglitazone
4278,L01EX10,9829523,Midostaurin
4279,A11CC02,98298821,Dihydrotachysterol
4280,H03AA01,9832253,Levothyroxine sodium
4281,C10BA02,9832423,Simvastatin and ezetimibe
4282,P02CX03,9832912,Moxidectin
4283,V04CC03,9833444,Sincalide
4284,A07AA05,9833652,Polymyxin B
4285,N03AX23,9837243,Brivaracetam
4286,N02AX06,9838022,Tapentadol
4287,P01BE01,9838675,Artemisinin
4288,M01AH07,9841854,Polmacoxib
4289,G03AC04,9842127,Quingestanol
4290,C07AB12,9844194,Nebivolol
4291,D07AC12,9846332,Halometasone
4292,J01MA24,9850038,Levonadifloxacin
4293,N02BG10,9852188,Cannabinoids
4294,B02BX08,9852519,Avatrombopag
4295,C05CA02,9852585,Monoxerutin
4296,N02AX01,98526,Tilidine
4297,V08CA08,9852779,Gadobenic acid
4298,J01DI02,9852981,Ceftaroline fosamil
4299,C10AX12,9853053,Lomitapide
4300,V04CG04,9853654,Pentagastrin
4301,B01AC25,9854012,Cangrelor
4302,L01CD04,9854073,Cabazitaxel
4303,R01AD12,9854489,Fluticasone furoate
4304,G03AC07,9860920,Norgestrienone
4305,L01AX01,9861408,Mitobronitol
4306,N05BX04,9862937,Fabomotizole
4307,D06AX14,9863827,Ozenoxacin
4308,S01BA14,9865442,Loteprednol
4309,G04BD12,9865528,Mirabegron
4310,N05CD14,9867812,Remimazolam
4311,S01EE05,9868491,Tafluprost
4312,G04BE10,9869929,Avanafil
4313,C09CA10,9870652,Fimasartan
4314,J01DD16,9870843,Cefditoren
4315,B01AC24,9871419,Ticagrelor
4316,C09AA09,9872634,Fosinopril
4317,V08CX01,9873,Perflubron
4318,B01AF01,9875401,Rivaroxaban
4319,L01EG01,9876533,Temsirolimus
4320,C05AA06,9878,Fluorometholone
4321,N03AF04,9881504,Eslicarbazepine
4322,V08CA07,9881826,Ferric ammonium citrate
4323,L01AB02,9882105,Treosulfan
4324,G03CA09,9883915,Promestriene
4325,C04AX19,9884251,Suloctidil
4326,M01AE18,9884642,Naproxcinod
4327,G04BD08,9885319,Solifenacin
4328,L01XA03,9887053,Oxaliplatin
4329,A10BK01,9887712,Dapagliflozin
4330,J01DH06,9892071,Tebipenem pivoxil
4331,G03XC04,98941,Ormeloxifene
4332,A05BA08,9897518,Glycyrrhizic acid
4333,N05AH05,9903970,Asenapine
4334,A14AB01,9904,Nandrolone
4335,A02BC07,9906855,Dexrabeprazole
4336,L01EK03,9911830,Tivozanib
4337,C04AD02,9912,Xantinol nicotinate
4338,B01AC27,9913767,Selexipag
4339,L01EH02,9915743,Neratinib
4340,M03BX05,9915886,Thiocolchicoside
4341,A04AD01,9916237,Scopolamine
4342,A04AD13,9917021,Casopitant
4343,N03AX22,9924495,Perampanel
4344,L04AA29,9926791,Tofacitinib
4345,C01BG11,9930049,Vernakalant
4346,L01XK03,9931954,Rucaparib
4347,L01EK02,9933475,Cediranib
4348,A01AB10,9939594,Natamycin
4349,G02CX05,9941379,Bremelanotide
4350,H01CB05,9941444,Pasireotide
4351,J05AX21,9942657,Pentanedioic acid imidazolyl ethanamide
4352,N07XX11,9948102,Pitolisant
4353,A03AA06,9949802,Rociverine
4354,G03DB03,9949848,Medrogestone
4355,A11CC06,9952843,Calcifediol
4356,L01XX53,9952884,Vosaroxin
4357,J02AX04,9963413,Caspofungin
4358,N06AX26,9966051,Vortioxetine
4359,C05BB05,996,Phenol
4360,A02BB02,9978336,Enprostil
4361,A08AA06,9982,Etilamfetamine
4362,D10AX04,9989226,Aluminium oxide
4363,L01XX16,9991,Mitoguazone
